Headline,Datetime,Sentiment,Score
"בן גביר: ""הגיע הזמן לפטר את גלנט, חייבים הכרעה בצפון""",2024-09-16T10:06:12,Neutral,0.748177707
המגעים לצירוף סער לממשלה: מסתמן כי ימונה לשר הביטחון אם גלנט יפוטר,2024-09-16T10:03:03,Neutral,0.985394716
"צה""ל על העימותים ליד יריחו: פצועים משני הצדדים, נעצרו כמה פלסטינים",2024-09-16T09:58:07,Positive,0.999958515
"מגעים מתקדמים להצטרפות סער לממשלה, ""גלנט נמצא בדיון בלשכת נתניהו""",2024-09-16T09:53:13,Neutral,0.985361397
משרד הבריאות בעזה: 20 נהרגו ו-76 נפצעו ברצועה ביממה האחרונה,2024-09-16T09:51:25,Negative,0.9999156
"צה""ל תוקף בדרום לבנון",2024-09-16T09:49:06,Positive,0.999958754
"אישום: שני אחים דקרו בראשל""צ בן זוג חדש של חברה לשעבר של אחד האחים",2024-09-16T09:48:26,Negative,0.96845299
"צה""ל: מטרה אווירית חשודה חצתה מלבנון והתפוצצה בשטח פתוח, אין נפגעים",2024-09-16T09:38:47,Positive,0.999952912
מוסא אל-ג'עאר הוא הגבר שנורה למוות ברהט,2024-09-16T09:34:54,Negative,0.355079561
"זלנסקי גינה את ניסיון ההתנקשות בטראמפ: ""אין מקום לאלימות פוליטית""",2024-09-16T09:32:24,Negative,0.999919772
13 שנות מאסר לגבר שאנס אישה שאיתה עבד במתחם צימרים בכפר סבא,2024-09-16T09:23:30,Negative,0.977507651
"מטה משפחות החטופים: מוחים על כך שתמונות יקירינו לא מוצבות בבסיסי צה""ל",2024-09-16T09:18:38,Positive,0.999949098
"החות'ים: ""הפלנו כטב״ם אמריקני נוסף בתימן""",2024-09-16T09:14:13,Neutral,0.988137543
בפעם השנייה מפרוץ המלחמה: חטיבה 5 חזרה לתמרן ברצועת עזה,2024-09-16T09:07:12,Negative,0.999874115
"מנכ""ל משרד הבריאות: ""בריאות הנפש היא הנושא המרכזי שמעסיק אותנו""",2024-09-16T09:04:44,Negative,0.999803603
"גפני לבני משפחות חטופים: ""הייתה הצעה לממשלת אחדות - דעתי לא מוסתרת""",2024-09-16T08:58:47,Neutral,0.999611318
"תושב אילת נעצר בחשד למעורבות בתאונות הצלילה הסופ""ש בעיר, שבהן נפצעו 6",2024-09-16T08:54:42,Neutral,0.973226726
"מנהל ביה""ח בנהריה: ""יולדות לא מגיעות לכאן - הן לא רוצות להיות מתחת לקרקע""",2024-09-16T08:46:02,Negative,0.999912739
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-09-16T08:34:35,Positive,0.999958873
עימותים בין מתנחלים לפלסטינים סמוך ליריחו,2024-09-16T08:27:11,Neutral,0.904834032
"על רקע פלילי: חפץ חשוד אותר ליד רכב בתל אביב, המשטרה מטפלת",2024-09-16T08:22:42,Negative,0.999816477
גבר נורה למוות ברהט,2024-09-16T08:19:15,Neutral,0.999546111
"אישום: צעיר ו-2 נערים תקפו פלסטינים בשומרון וסיכנו את חיילי צה""ל כשנמלטו",2024-09-16T08:09:00,Positive,0.999952555
"נשלל רישיון הרופא של רועי בבילה, שביצע עבירות מין חמורות בנשים ובקטינות",2024-09-16T08:03:48,Neutral,0.885284305
"שר הבריאות: ""הטיפול במחבלי נוחבה? חלקם נכנסו לעזה ועזרו להציל חטופים""",2024-09-16T07:59:38,Negative,0.999873877
"שגריר ארה""ב בישראל: ""עובדים עם המתווכות על מתווה שנכפה בסוף על חמאס""",2024-09-16T07:55:55,Neutral,0.978775799
"השר בוסו: ""ערוכים לתרחיש ה'עלטה', משרד הבריאות הוא כמו משרד הביטחון""",2024-09-16T07:48:48,Negative,0.806716621
"אישום הוגש נגד פליקס אצילדייב, שדקר את בת זוגו ליד צומת ביל""ו - ונמלט",2024-09-16T07:37:53,Negative,0.999777853
נקבע מותו של הפועל שנלכד בבור ביוב במזכרת בתיה,2024-09-16T07:29:38,Neutral,0.901674628
"דיווח: כטב""ם תקף באזור בדרום לבנון שבו הוטלו אתמול כרוזי פינוי ללא אישור",2024-09-16T07:27:28,Neutral,0.79798305
"שר הבריאות: ""ערוכים לחזית צפונית, המערכת מצליחה בזכות ההון האנושי""",2024-09-16T07:25:18,Neutral,0.998498201
"שר הבריאות בצל ההסלמה בחזית הצפונית: ""המערכת עמדה ב-7/10""",2024-09-16T07:22:23,Negative,0.999919653
"השליח האמריקני המיוחד הגיע לארץ וייפגש עם נתניהו, גלנט והרצוג",2024-09-16T07:02:49,Neutral,0.999361098
"מקורות בלבנון לעיתון קטארי: ""למרות ההסלמה, עדיין ניתן למנוע מלחמה כוללת""",2024-09-16T06:57:04,Negative,0.999837399
"רצח הצעירה אסאלה פאכורי בנצרת לפני כחודש: נעצרו 5 חשודים, בהם בני משפחתה",2024-09-16T06:52:24,Negative,0.998865128
"אימו של החטוף עומר ונקרט: ""יש שנאה ברחובות, המשפחות הפכו למוקצות""",2024-09-16T06:38:18,Negative,0.993724525
מזכרת בתיה: מאמצים לחילוץ מחוסר הכרה שנלכד בבור ביוב בעומק 4 מטרים,2024-09-16T06:33:23,Negative,0.998903632
"משאית פגעה בהולכת רגל באשדוד, מצבה קשה",2024-09-16T06:27:27,Negative,0.999855757
"משהב""ט: 97 כיתות כוננות בצפון חומשו מחדש בנשקים, ציוד רפואי ואמצעי מיגון",2024-09-16T06:23:38,Neutral,0.99726069
"כ""ץ: ""מתפללים עבור טראמפ, אסור שאלימות תפגע בזכות הבחירה בארה""ב""",2024-09-16T06:17:59,Negative,0.999916792
הפלסטינים: לפחות 10 הרוגים בהפצצה ישראלית במרכז רצועת עזה,2024-09-16T05:49:35,Negative,0.505190969
"חיזבאללה שיבח את החות'ים על ירי הטיל לישראל: ""החלטה אמיצה""",2024-09-16T05:48:02,Neutral,0.997757852
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-09-16T05:41:15,Positive,0.999958873
"אוקראינה: יירטנו 53 מתוך 56 כטב""מים שרוסיה שיגרה לעבר 10 מחוזות שונים",2024-09-16T05:29:14,Negative,0.999890447
"נתניהו על ניסיון ההתנקשות בטראמפ: ""אל לנו להסתמך על המזל""",2024-09-16T05:11:34,Neutral,0.998812795
"אחרי שהושעה בשל אמירות בעד חמאס: פרופ' חזר ללמד באוניברסיטה יוקרתית בארה""ב",2024-09-16T04:57:27,Neutral,0.996245205
עקב ניידת שעלתה באש: כביש בבני ברק נחסם לתנועה,2024-09-16T04:54:49,Negative,0.989040911
"הנשיא הרצוג: ""הוקל לי לשמוע שטראמפ לא נפגע, צריך לגנות אלימות פוליטית""",2024-09-16T04:40:12,Negative,0.999902129
"המסר של גלנט לאמריקנים: האפשרות להסדרה בצפון חולפת, הכיוון ברור",2024-09-16T04:30:50,Neutral,0.998715043
"דיווח: כטב""ם אמריקני יורט בתימן",2024-09-16T04:29:30,Neutral,0.998762012
האזעקות באצבע הגליל: כ-3 שיגורים חצו מלבנון והתפוצצו בשטחים פתוחים,2024-09-16T04:28:14,Neutral,0.997121036
אזעקה נוספת באצבע הגליל,2024-09-16T04:17:49,Negative,0.999925375
אזעקה במטולה,2024-09-16T04:09:13,Negative,0.999922037
"טראמפ בהצהרה נוספת: ""זה היה יום מעניין. תודה לכולם, גאה להיות אמריקני""",2024-09-16T04:01:04,Positive,0.999930143
כובתה השריפה הגדולה בחנות בבאקה אל-גרבייה,2024-09-16T03:54:04,Negative,0.999823868
תחזית מזג האוויר: גשם מקומי קל בצפון ובמישור החוף,2024-09-16T03:45:20,Negative,0.999863029
"פרסי האמי ה-76: ""הדוב"", ""שוגון"" ו""אייל קטן"" הן הזוכות הגדולות של הטקס",2024-09-16T03:16:45,Positive,0.878344476
"סטודנט יהודי הותקף על רקע אנטישמי באונ' מישיגן, מצבו קל",2024-09-16T03:06:27,Neutral,0.982855082
"האזעקות בגליל העליון: 2 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-09-16T02:58:55,Negative,0.999922872
"האריס בהצהרה נוספת: ""מוטרדת מניסיון ההתנקשות, מגנה אלימות פוליטית""",2024-09-16T02:48:08,Negative,0.999872327
"החשוד בניסיון ההתנקשות בטראמפ התבטא נגד ישראל: ""גנבה את פלסטין""",2024-09-16T02:37:56,Negative,0.999797285
"אלמונים הציתו חנות משחקים בבאקה אל-גרבייה, שריפה גדולה במקום",2024-09-16T01:58:58,Negative,0.999781191
ביידן על ניסיון ההתנקשות בטראמפ: אין מקום לאלימות במדינה שלנו,2024-09-16T01:11:31,Negative,0.999903202
"אוקראינה: רוסיה תקפה בקייב עם כטב""מים, הדי פיצוצים בבירה",2024-09-16T00:21:31,Neutral,0.999017596
אזעקות בגליל העליון,2024-09-15T23:22:44,Neutral,0.999581635
דיווחים: החשוד בניסיון ההתנקשות בטראמפ - בריאן ווסלי ראות' מהוואי,2024-09-15T23:06:40,Neutral,0.998346448
"קנדה: רעידת אדמה בעוצמה 6.5 במערב המדינה, לא פורסמה אזהרת צונאמי",2024-09-15T22:57:48,Neutral,0.506601393
"בכיר חמאס חמדאן: ""סינוואר ישלח בקרוב מסר לפלסטינים ולעולם""",2024-09-15T22:12:22,Positive,0.994446754
"סגנו של טראמפ: ""הוא במצב רוח טוב, הלילה אחבק את ילדיי חזק במיוחד""",2024-09-15T21:41:51,Neutral,0.998132765
"ניסיון ההתנקשות בטראמפ: ""רובה בסגנון AK-47 עם כוונת"" אותר ליד הגדר",2024-09-15T21:30:46,Negative,0.865247488
השירות החשאי: פתחנו באש לעבר החשוד בניסיון ההתנקשות בטראמפ,2024-09-15T21:18:13,Neutral,0.977239132
"ה-FBI: טראמפ היה נתון ל""ניסיון התנקשות""",2024-09-15T20:57:01,Neutral,0.999498606
"נתיבי איילון לדרום ייחסמו הלילה באזור השרון, התנועה תוסט לכביש 2",2024-09-15T20:47:19,Negative,0.994255126
"ארה""ב ובריטניה: מזהירים מהסלמה שתערער את פתרון שתי המדינות",2024-09-14T23:44:49,Negative,0.999908328
נקבע מותו של רוכב האופנוע שנפצע אנוש בקריית מוצקין,2024-09-14T22:21:23,Neutral,0.999104798
"רוכב אופנוע נפצע בתאונה עם רכב פרטי בקריית מוצקין, מצבו אנוש",2024-09-14T22:03:01,Neutral,0.996245205
"המשטרה: 15 מפירי סדר נעצרו בתל אביב, הכבישים נפתחו לתנועה",2024-09-14T21:05:21,Negative,0.999862671
שרי החוץ של ה-G7 גינו את משלוח הטילים הבליסטיים מאיראן לרוסיה,2024-09-14T20:22:01,Negative,0.999866962
"רה""מ ינאם בעצרת הכללית של האו""ם בסוף החודש, וצפוי להישאר בארה""ב לסופ""ש",2024-09-14T20:05:48,Neutral,0.977203488
הוארך מעצרו של הנער החשוד בפיגוע הפלילי ברמלה,2024-09-14T19:26:52,Negative,0.999918818
"השדולה לזכר נרצחי הנובה לממשלה: ""ההמלצות לטיפול בנפגעים לוקות בחסר""",2024-09-14T19:21:46,Negative,0.999916077
"5 פצועים, בהם אחד קשה, בתאונה בין טרקטורון לרכב בשפלה",2024-09-14T19:17:15,Neutral,0.932495594
"צה""ל אישר: תקפנו מחסני אמל""ח בעומק לבנון",2024-09-14T18:59:40,Positive,0.999958634
"7 עצורים בהפגנה בת""א: ""החזיקו צמיגים מפוררים וחומרי בערה""",2024-09-14T18:54:49,Negative,0.999073386
"צעיר נורה בפזורה הבדואית בנגב, מצבו קשה",2024-09-14T18:47:22,Neutral,0.997307301
נקבע מותו של הגבר שנורה בקלנסווה,2024-09-14T18:39:34,Neutral,0.998891532
"גבר נורה ליד אולם חתונות בקלנסווה, מצבו אנוש",2024-09-14T18:15:18,Neutral,0.99842298
הולך רגל נפצע קשה מפגיעת רכב בטבריה,2024-09-14T18:12:12,Neutral,0.999133408
"עינב צנגאוקר, למרות ההכחשה: ""דדי ברנע אמר לי - במצב הנוכחי אין סיכוי לעסקה""",2024-09-14T18:01:29,Negative,0.982896507
"אלפים מוחים ברחבי הארץ, המשטרה הכריזה על ההפגנה בי-ם כלא חוקית",2024-09-14T17:53:10,Negative,0.99985981
"אמו של מתן אנגרסט חשפה הקלטה שלו מהשבי: ""אני רוצה לראות את המשפחה שלי""",2024-09-14T17:40:40,Neutral,0.990939736
"רז ששוחררה מהשבי: ""אמרתי שאם לא יחזירו אותם, הם יחזרו בארונות. צדקתי""",2024-09-14T17:35:12,Negative,0.996527851
"דיווח: תקיפה חריגה בצפון לבנון, כ-155 ק""מ מהגבול עם ישראל",2024-09-14T17:27:42,Neutral,0.998817742
אלמנתו של אלכס לובנוב: האם ילדיי ירגישו בטוחים במדינה שלא שמרה על אביהם?,2024-09-14T17:24:29,Negative,0.999754846
ישיבת הקבינט המדיני-ביטחוני נדחתה ליום שני,2024-09-14T17:17:47,Neutral,0.999621868
"מח""ש: פתחנו בחקירת מעצר הנשים שחילקו עלוני חטופים בבית הכנסת בהרצליה",2024-09-14T17:03:30,Negative,0.985692263
הפיגוע הפלילי ברמלה: מצבו של התינוק עדיין אנוש,2024-09-14T16:57:50,Negative,0.999925613
"תקיפות בדרום לבנון, בין צור לצידון",2024-09-14T16:54:16,Positive,0.999959111
"סורוקה: חל שיפור במצב הפצועים בהתרסקות המסוק, 2 עדיין במצב בינוני-קשה",2024-09-14T16:51:31,Negative,0.97681129
"לפיד יבקר השבוע בארה""ב: ""להבטיח שהעסקה עדיין בסדר היום הבינלאומי""",2024-09-14T16:46:28,Neutral,0.997667611
האיטי: 16 הרוגים בפיצוץ מכלית בדרום-מערב המדינה,2024-09-14T16:31:57,Neutral,0.999542713
"חברותיה של נעמה לוי צועדות בת""א עם ידיים אזוקות וטרנינג מוכתם",2024-09-14T16:11:08,Neutral,0.94770509
מאות קוראים לשחרור החטופים בצומת כרכור ובצומת העוגן,2024-09-14T16:02:02,Neutral,0.999577582
"כאלף מוחים ברחובות: ""מה שהרג את החטופים היה רה""מ - שאמר לא לעסקה""",2024-09-14T15:48:23,Neutral,0.519099712
"שני כטב""מי חיזבאללה התפוצצו מצפון לקריית שמונה, אין נפגעים",2024-09-14T15:35:57,Negative,0.999914646
"משפחות חטופים: ""רה""מ מעביר את כובד המלחמה לצפון - ונוטש את החטופים""",2024-09-14T15:24:48,Neutral,0.99334681
"האמירויות: לא נחדש את המו""מ לרכישת F-35 מארה""ב, ללא קשר למי יבחר בבחירות",2024-09-14T14:59:27,Neutral,0.9986099
אזעקות בקריית שמונה והסביבה,2024-09-14T14:53:58,Neutral,0.999572814
"רוכב אופנוע נפצע בתאונה סמוך לראשון לציון, מצבו קשה",2024-09-14T14:38:59,Neutral,0.998550594
"צה""ל: האזעקה ביראון - זיהוי שווא",2024-09-14T14:22:19,Positive,0.999958277
"צה""ל: הותקף מתחם פיקוד של מחבלים ברצועה, שבעבר שימש כבית ספר",2024-09-14T14:17:28,Positive,0.999958873
רומניה: 5 בני אדם נהרגו בסופת גשמים במזרח המדינה,2024-09-14T14:13:44,Negative,0.999925017
אזעקה בגליל העליון,2024-09-14T14:10:13,Negative,0.999925017
"צה""ל: בימים האחרונים חוסלו יותר מ-100 מחבלים ברפיח, הושמדו משגרים ואמל""ח",2024-09-14T14:00:00,Positive,0.999958873
"אחרי הירי לאשקלון צה""ל פנה לתושבים בצפון הרצועה: ""הוזהרתם, זה אזור לחימה""",2024-09-14T13:18:58,Positive,0.999959111
הוסרו כלל ההנחיות ליישובים בגליל העליון,2024-09-14T12:57:56,Neutral,0.997970641
אזעקה בגליל העליון,2024-09-14T12:42:08,Negative,0.999925017
"איחוד האמירויות: ""לא נתמוך ב'יום שאחרי' ברצועה ללא הקמת מדינה פלסטינית""",2024-09-14T12:29:27,Neutral,0.631347775
"מאות ליוו לקבורה את המפגינה האמריקנית-טורקית שנהרגה מאש צה""ל",2024-09-14T12:16:42,Positive,0.99995029
"גבר שיכור התהלך על כביש 2 סמוך לעתלית, נורה ירי אזהרה באוויר. אין חשש לפיגוע",2024-09-14T12:03:27,Negative,0.999901533
"צה""ל: מטוסי קרב תקפו מבנים צבאיים של חיזבאללה בדרום לבנון",2024-09-14T11:25:04,Positive,0.999957681
"הירי לאשקלון: 2 רקטות שוגרו מצפון הרצועה, אחת יורטה והשנייה נפלה בים",2024-09-14T11:13:42,Negative,0.999912977
אזעקה נוספת בעמק החולה,2024-09-14T11:11:58,Negative,0.999926448
אזעקה בעמק החולה,2024-09-14T11:02:15,Negative,0.999925494
אזעקה באשקלון,2024-09-14T10:57:14,Negative,0.999921203
איראן: עבאס עראקצ'י מונה לשר החוץ במקום עלי באקרי כני,2024-09-14T10:53:30,Negative,0.972337663
משרד הבריאות בעזה עדכן: 64 הרוגים ביומיים האחרונים,2024-09-14T10:49:19,Neutral,0.996914268
רוסיה ואוקראינה השלימו עסקת אסירים: כל צד שחרר 103 שבויי מלחמה,2024-09-14T10:46:58,Negative,0.512369096
ילד כבן 4 נהרג אחרי שנתקע בסורגים בביתו באור עקיבא,2024-09-14T10:42:48,Negative,0.999922991
"6 בני אדם פונו לבי""ח אחרי שחשו ברע במהלך צלילה באילת, צעירה במצב בינוני",2024-09-14T10:29:41,Negative,0.9998914
"צה""ל תקף מחבלים בבית ספר בצפון רצועת עזה, שהפך למתקן לייצור אמל""ח",2024-09-14T10:24:59,Positive,0.999957323
"סוכל ניסיון הברחה של 75 ק""ג חשיש לישראל מירדן",2024-09-14T10:18:47,Neutral,0.998530507
דיווח: מצרים תארח משלחת חות'ית בניסיון להביא לפתרון המשבר הפוליטי בתימן,2024-09-14T10:07:10,Negative,0.999912739
"דיווח: משה רדמן, ממובילי המחאה נגד הממשלה, זומן לחקירה במשטרה",2024-09-14T09:45:39,Negative,0.999891043
"המעצר בבית הכנסת בהרצליה: במשטרה התקבל דיווח על התפרצות, המפכ""ל הנחה לבדוק",2024-09-14T09:43:42,Negative,0.996358216
"כלל הצלילות באילת הושהו בעקבות מספר תאונות צלילה, המשטרה חוקרת",2024-09-14T09:13:31,Neutral,0.99703455
במוסקבה טוענים: המערב החליט לאפשר לאוקראינה לתקוף בעומק רוסיה,2024-09-14T08:27:44,Neutral,0.99103266
המשטרה ניטרלה מטען שהוטמן בארון חשמל ליד מסגד בשכונת ג'ואריש ברמלה,2024-09-14T07:54:48,Negative,0.999870777
איראן שיגרה לווין לחלל באמצעות טיל שיוצר על-ידי משמרות המהפכה,2024-09-14T07:49:08,Negative,0.99990356
"השירות המטאורולוגי: אזהרה על גלים גבוהים ומסוכנים, היורה עשוי להגיע בשני",2024-09-14T07:38:37,Neutral,0.860556543
"מזכ""ל נאט""ו: ""יכולנו לעשות יותר כדי למנוע את הפלישה של רוסיה לאוקראינה""",2024-09-14T07:35:47,Negative,0.999503851
יותר מחצי מיליון מנות: הסתיים השלב הראשון במבצע חיסוני הפוליו ברצועת עזה,2024-09-14T07:26:38,Positive,0.999480069
"בת 3 ננשכה על-ידי פיטבול באזור גדרה, מצבה קשה",2024-09-14T07:25:24,Negative,0.963223338
"צה""ל: האזעקה באביבים - שווא",2024-09-14T07:20:30,Positive,0.999958515
אזעקה בגליל העליון,2024-09-14T07:08:02,Negative,0.999925017
הירי לגליל העליון: שישה צוותי כיבוי פועלים לכיבוי שריפה באזור עמיעד,2024-09-14T06:50:39,Negative,0.819064736
"דיווח בלבנון: כטב""ם ישראלי תקף בדרום המדינה",2024-09-14T06:32:30,Neutral,0.999187648
"צה""ל: זוהו כ-55 שיגורים מהבוקר, אין נפגעים. חיל האוויר תקף בלבנון",2024-09-14T06:27:47,Positive,0.999958396
האזעקות בגליל: נפילות ושריפות בשטחים פתוחים,2024-09-14T06:26:30,Negative,0.981068671
רצף אזעקות בצפת וביישובי הגליל העליון,2024-09-14T06:01:47,Neutral,0.999474466
"מאות מפגינים מלווים את יולי אדלשטיין לבית הכנסת שלו בהרצליה: ""מפקיר ציון""",2024-09-14T05:42:38,Neutral,0.992375076
דיווח: המכתב שסינוואר שלח לנסראללה לא נכתב על-ידו באופן אישי,2024-09-14T05:38:59,Negative,0.999869227
תושבי יישובים לא-מפונים בגליל העליון הונחו: לשהות סמוך למרחבים מוגנים,2024-09-14T05:27:55,Neutral,0.999432862
אזעקות באזור צפת והכינרת,2024-09-14T05:18:51,Neutral,0.999415517
"הפלסטינים: 8 הרוגים בתקיפות צה""ל בצפון רצועת עזה",2024-09-14T05:03:35,Positive,0.999959111
"דיווח: ראש המודיעין הטורקי נפגש עם בכירים מחמאס, דנו במו""מ להפסקת אש בעזה",2024-09-14T04:54:21,Negative,0.929356933
"צה""ל: האזעקות בגליל העליון - שווא",2024-09-14T04:50:29,Positive,0.999958754
אזעקה נוספת בגליל העליון,2024-09-14T04:39:35,Negative,0.999926329
דיווחים בלבנון: תקיפות ישראליות בדרום המדינה במהלך הלילה,2024-09-14T04:35:44,Positive,0.99995923
אזעקה בגליל העליון,2024-09-14T04:31:16,Negative,0.999925017
"חברת קריפטו ישראלית תשלם 1.5 מיליון דולר קנס לרשויות בארה""ב",2024-09-14T04:30:00,Neutral,0.957409322
"ביידן וסטארמר: ""מביעים דאגה מכך שאיראן וצפון קוריאה מספקות נשק לרוסיה""",2024-09-14T04:20:17,Negative,0.995762765
"צה""ל: מטרה אווירית חשודה שחצתה מלבנון יורטה בגליל המערבי",2024-09-14T03:38:58,Positive,0.999958038
אזעקה נוספת בגליל המערבי,2024-09-14T03:10:53,Negative,0.999926209
אזעקה בגליל המערבי,2024-09-14T03:03:25,Negative,0.999924541
"התחזית: הקלה בעומס החום, בלילה ייתכן גשם מקומי קל בצפון ובמישור החוף",2024-09-14T02:54:57,Negative,0.99986124
"צבא ארה""ב: השמדנו 3 כטב""מים של החות'ים בשטח תימן",2024-09-14T01:54:54,Neutral,0.997266531
אוקראינה: שני הרוגים מהפגזות של רוסיה בצפון-מזרח המדינה,2024-09-14T00:58:33,Negative,0.941419601
"צבא ארה""ב: חיסלנו 4 מנהיגי דאעש ועוד 14 פעילים בעיראק לפני כשבועיים",2024-09-13T23:07:59,Positive,0.999952555
"צה""ל: 5 שיגורים חצו מלבנון במטח האחרון לגליל העליון",2024-09-13T22:21:43,Positive,0.999958873
"אזעקות בצפת, באזור הכינרת וביישובים נוספים בגליל העליון",2024-09-13T22:00:32,Neutral,0.999219179
האזעקה בגליל העליון - שווא,2024-09-13T21:53:58,Negative,0.999925017
אזעקה בגליל העליון,2024-09-13T21:34:38,Negative,0.999925017
ביידן: פוטין לא ינצח במלחמה באוקראינה,2024-09-13T21:17:35,Positive,0.999928474
תחת הגבלות: שוחררו ממעצר הנשים שהניחו עלונים עם תמונות חטופים בבית כנסת בהרצליה,2024-09-13T20:09:15,Neutral,0.98362124
"ארה""ב: המפגין שהותקף ע""י פרו-פלסטיני בבוסטון שוחרר בערבות, התלונה נגד התוקף בוטלה",2024-09-13T20:04:05,Neutral,0.706359088
ילדה וצעיר נפצעו בינוני מירי בג'סר א-זרקא,2024-09-13T19:15:19,Neutral,0.969367325
"גבר נפצע קשה בפיצוץ רכב בעכו, ילד נפצע קל. הרקע פלילי",2024-09-13T18:52:30,Neutral,0.998721182
מאות מפגינים בהרצליה עקב מעצר נשים שהניחו עלונים עם תמונות חטופים בבית כנסת בעיר,2024-09-13T18:45:13,Neutral,0.995285213
"ארה""ב על הרג המפגינה ליד שכם: ""מצפים לשינוי בנוהלי הפתיחה באש""",2024-09-13T18:40:53,Neutral,0.655034721
"הותר לפרסום סרטון מהשבי של אלכס לובנוב ז""ל, אלמנתו: ""ככה נראית שואה""",2024-09-13T18:36:51,Negative,0.997497976
"המועצה האזורית גולן: על תושבי צפון הגולן מקצרין צפונה לשהות בסמוך לממ""דים",2024-09-13T18:32:45,Neutral,0.998880923
ביום ראשון: נתניהו יביא לאישור הקבינט את החזרת תושבי הצפון לבתיהם כיעד במלחמה,2024-09-13T17:42:31,Neutral,0.997992754
חיל האוויר תקף מטרות צבאיות של חיזבאללה בדרום לבנון,2024-09-13T17:04:10,Positive,0.999957204
"השליח המיוחד למזה""ת יגיע לישראל ולבנון בשבוע הבא, הבית הלבן: ""לא אירוע חריג""",2024-09-13T16:17:36,Negative,0.624579668
"הישג לסנגוריו של מיקי גנור, הנאשם בפרשת הצוללות: לא יורשע בסעיף התחמקות ממס",2024-09-13T16:13:50,Positive,0.999950647
אזעקה בגליל העליון,2024-09-13T15:57:37,Negative,0.999925017
נעצר חשוד במעורבות בפיגוע הפלילי ברמלה,2024-09-13T15:39:56,Negative,0.999920607
"כ""ץ תקף את שר החוץ של האיחוד האירופי: ""מורשתו - אנטישמיות ושנאת ישראל""",2024-09-13T15:25:48,Negative,0.999832392
התקיפה בבקעת הלבנון: חוסלו שני פעילים בכוח רדואן של חיזבאללה,2024-09-13T15:07:52,Positive,0.999958754
"דיווח בלבנון: נפגעים בתקיפת דירה באמצעות כטב""ם בעומק המדינה",2024-09-13T14:47:02,Negative,0.99991703
"עכשיודיווח בלבנון: נפגעים בתקיפת דירה באמצעות כטב""ם בעומק המדינה",,Negative,0.999912024
"צה""ל: 140 מטרות טרור הותקפו בלבנון השבוע, לוחמי גולנו תרגלו לחימה בשטח אויב",2024-09-13T14:45:00,Positive,0.999958038
"ראש הממשלה הפלסטיני נפגש עם שרי חוץ אירופיים בספרד: ""ליישום פתרון 2 המדינות""",2024-09-13T14:30:45,Neutral,0.998922348
נקבע מותה של פעוטה בת שנתיים שנחשפה לחומר רעיל בטובא זנגרייה,2024-09-13T13:56:11,Negative,0.999758303
"בן 3 נהרג בתאונה בין שני רכבים בשומרון, 4 נפצעו קשה",2024-09-13T13:49:30,Negative,0.999921083
2 צעירים מדליית אל-כרמל נעצרו בחשד שירו לעבר בית עסק ופגעו בעובר אורח בן 16,2024-09-13T13:31:39,Negative,0.999909878
"צה""ל: מטרות אוויריות חשודות חצו מלבנון, אחת יורטה בגליל המערבי",2024-09-13T13:14:57,Positive,0.999957919
"4 נפצעו בתאונה בכביש 555 באזור איתמר, בהם ילד במצב קשה",2024-09-13T12:51:27,Negative,0.99928838
"לקראת ראש השנה: הרב ברלנד יצא לאומן, למרות שכניסתו לאוקראינה נאסרה בשנה שעברה",2024-09-13T12:48:51,Negative,0.999891758
אזרח מולדובה נעצר בחשד למעורבות בתאונת פגע וברח שבה נפצעה אנוש בת 18,2024-09-13T12:40:38,Neutral,0.992275417
רוכב קורקינט חשמלי נפצע קשה מפגיעת רכב בראשון לציון,2024-09-13T12:01:09,Neutral,0.99917078
צ'ילה לבית הדין בהאג: מבקשים להצטרף לתביעת דרום אפריקה נגד ישראל,2024-09-13T11:56:34,Neutral,0.997787476
התרעות נוספות על חדירת כלי טיס עוין בגליל,2024-09-13T11:48:57,Neutral,0.999647021
"האזעקות בגליל: כטב""ם יורט, נפילות בשטחים פתוחים",2024-09-13T11:37:09,Negative,0.997528613
התרעות נוספות על חדירת כלי טיס עוין בגליל העליון ובחרמון,2024-09-13T11:29:31,Neutral,0.999595344
התרעות על חדירת כלי טיס עוין בגליל,2024-09-13T11:23:53,Neutral,0.99962759
"אחרי פגיעת הכטב""ם במבנה ליד ראש פינה: חיזבאללה לקח אחריות",2024-09-13T11:14:39,Negative,0.999436796
"כטב""ם פגע ליד ראש פינה, שריפת קוצים פרצה באזור",2024-09-13T10:32:57,Neutral,0.985711873
"עכשיוכטב""ם פגע ליד ראש פינה, שריפת קוצים פרצה באזור",,Neutral,0.994605362
האזעקה בשניר: שיגור אחד חצה מלבנון ונפל בשטח פתוח בישראל,2024-09-13T10:09:37,Negative,0.99992013
עכשיוהאזעקה בשניר: שיגור אחד חצה מלבנון ונפל בשטח פתוח בישראל,,Negative,0.9999156
"אזעקות בראש פינה, צפת וליד הכינרת",2024-09-13T10:05:09,Neutral,0.999389529
"האזעקה שבמשגב עם: שני שיגורים מלבנון יורטו, אין נפגעים",2024-09-13T09:53:23,Negative,0.999908328
אזעקה באצבע הגליל,2024-09-13T09:48:26,Negative,0.99992466
