Headline,Sentiment
מדליה שלישית לישראל במשחקים הפראלימפיים: השחיין מארק מליאר זכה בארד,Negative
צעירה נפצעה אנוש באירוע אלימות ברמלה,Negative
"ההתרעות בגליל: כטב""ם חיזבאללה התפוצץ באזור בית הלל, אין נפגעים",Negative
"חלקי תקרה קרסו בקניון ""M הדרך"" ליד מחלף בית ינאי, אין נפגעים בגוף",Negative
"בעקבות הפיגועים בגוש עציון: הרמטכ""ל קיים הערכת מצב על כלל הגזרות",Negative
"דיווחים פלסטיניים: מעצרים באזור חברון, אחרי הפיגוע הכפול בגוש עציון",Negative
"המשחקים הפראלימפיים: החותר שמוליק דניאל עלה לגמר ב-2,000 מטר",Negative
המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,Negative
הפיגוע בגוש עציון: הסייר שנפצע קל בכרמי צור שוחרר מבית החולים,Negative
נסגרה הכניסה מערת המכפלה עקב הפיגוע בגוש עציון,Negative
"4 מפגינים נעצרו מול ביתו של קיש בהוד השרון, המשטרה: ""סירבו להתפנות""",Negative
"חמאס בירך על הפיגוע הכפול בגוש עציון: ""ההתנגדות תימשך""",Negative
ארמניה: תחנת הכוח הגרעינית נפגעה מברק - והושבתה,Negative
אזעקה נוספת בגליל העליון,Negative
אזעקה באצבע הגליל,Negative
"15 פעילי דאעש נהרגו בתקיפה של צבא ארה""ב במערב עיראק",Negative
פיקוד העורף: הסתיים אירוע חדירת המחבלים ביישוב כרמי צור,Negative
"טרם נשלל החשד למחבלים נוספים בכרמי צור, מפקד פיקוד המרכז הגיע ליישוב",Negative
מתחזקת ההערכה כי יש קשר בין שני הפיגועים שסוכלו בגוש עציון,Negative
גם רכב המחבל שחדר לכרמי צור היה ממולכד - והתפוצץ. חשד למחבלים ביישוב,Negative
"הפיגוע בכרמי צור בגוש עציון: שני ישראלים נפגעו מהירי, חשד למחבל נוסף",Negative
"נוהל ""אביר לילה"", המתריע על חדירת מחבלים, הופעל בסאסא שבגליל העליון",Negative
במקביל לפיצוץ הרכב: מחבל פתח באש סמוך לגוש עציון - ונוטרל,Negative
"2 נפגעים בפיצוץ רכב ליד צומת גוש עציון. חשש לנעדר, הנסיבות בבדיקה",Negative
"פיצוץ גדול אירע בתחנת דלק סמוך לצומת גוש עציון, לא דווח על נפגעים",Negative
"הירי לגליל העליון: רקטות התפוצצו בשטחים פתוחים, לא דווח על נפגעים",Negative
לוחם הטאקוונדו הפראלימפי עדנאן מילאד הפסיד בקרב על מדליית הארד,Negative
נקבע מותו של רוכב האופניים שנפגע מרכב בהרצליה,Negative
"שרי החוץ של ירדן ואיראן שוחחו על ""ההסלמה ביו""ש"", וקבעו להיפגש",Negative
מדליה שנייה לישראל במשחקים הפראלימפיים: זהב לשחיין עמי דדאון,Negative
"רוכב אופניים נפגע מרכב בהרצליה, מצבו אנוש",Negative
שר החוץ האירופי נכשל בניסיונו להטיל סנקציות על בן גביר וסמוטריץ',Negative
"שלמה דגני נהרג בהתרסקות המטוס הקל ליד בנימינה, כ-13 שנה אחרי שנהרג אחיו",Negative
"מטולה: רחפן נפץ התפוצץ במושבה. אין נפגעים, נזק נגרם לתשתיות",Negative
"בכיר בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לקראת קריסה""",Negative
"אוקראינה אישרה: F-16 התרסק בזמן הגנה מפני מתקפה רוסית, הטייס נהרג",Negative
המשחקים הפראלימפיים בפריז: אסף יסעור הבטיח לישראל מדליה בטאקוונדו,Negative
"אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדים בחרקוב, 28 נפצעו",Negative
המשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר תחרות החתירה,Negative
"מד""א מעדכן: גבר נהרג בהתרסקות המטוס הקל באזור בנימינה",Negative
המשחקים הפראלימפיים: הטוניסאי החרים את המפגש מול נדב לוי בטורניר הבוצ'ה,Negative
הפלסטינים: 3 נהרגו בתקיפת הרכב על ידי כלי הטיס מדרום לג'נין,Negative
"חשד ל""פגע וברח"": הולך רגל נהרג מפגיעת רכב בבני ברק",Negative
אזעקה בגליל המערבי - באזור המרוחק מהגבול,Negative
"ישראל לארה""ב: הירי על רכב של האו""ם בעזה - כתוצאה מ""כשל תקשורתי""",Negative
"גבר נפגע באירוע אלימות בטייבה, מצבו קשה",Negative
"עכשיובכיר בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לקראת קריסה""",Negative
"""חופשי בארצנו"": ההפגנות במוצ""ש בקפלן יחזרו להתמקד במהפכה המשפטית",Negative
"דיווח: מטוס F-16 אוקראיני התרסק במתקפה הרוסית השבוע, טייס בכיר נהרג",Negative
"בת 68 נפגעה מאוטובוס באור עקיבא, מצבה קשה",Negative
"3 פצמ""רים התפוצצו בנחל ליד מטולה, אין נפגעים",Negative
אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,Negative
עכשיואוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,Negative
"גבר נפגע במהלך עבודות שיפוצים ליד חיפה, מצבו קשה",Negative
"הירי לגליל העליון: 3 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",Negative
אזעקה בגליל העליון,Negative
המשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,Negative
עכשיוהמשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,Negative
"ליברמן על הפרסום ב-ynet: ""כל האחראים למחדל 7/10 חייבים ללכת הביתה""",Negative
האזעקה בגליל העליון - שווא,Negative
רוכב אופנוע נהרג בתל אביב,Negative
"מאות מלווים למנוחות את רס""ר (מיל') יוחאי חי גלאם, שנהרג במרכז הרצועה",Negative
גלודקנופף לנתניהו: תומך בהצעת סטרוק לאסור על הצלב האדום לבקר מחבלים,Negative
"רחפן של חיזבאללה נפל בקיבוץ דן שבגליל העליון, אין נפגעים",Negative
החות'ים ינצרו את האש ויאפשרו לגרור את מכלית הנפט שנפגעה בים האדום,Negative
"הולך רגל נהרג מפגיעת אופנוע ליד טייבה, הרוכב נפצע קשה",Negative
"הותר לפרסום: רס""ר (מיל') יוחאי חי גלאם, לוחם בגדס""ר 6310, נהרג במרכז הרצועה",Negative
דיווח: 4 פעילי חיזבאללה נהרגו בתקיפת הרכב בגבול סוריה-לבנון,Negative
"המבצע בשומרון ובבקעה יימשך ימים, עיקר הפעילות באזור שממנו יצא הפיגוע לת""א",Negative
"רוסיה: יירטנו הלילה 12 כטב""מים ששיגרה אוקראינה",Negative
"התחזית: ירידה קלה בטמפרטורות, הקלה בעומסי החום",Negative
"רוסיה על הדיווחים על חדירה אוקראינית לבלגורוד: ""המצב קשה, אבל בשליטה""",Negative
"ראש לשכת עוה""ד: ""לוין מוביל את ישראל למשבר חוקתי חסר תקדים""",Negative
משרד הבריאות בעזה: 41 נהרגו ו-113 נפצעו ברצועה ביממה האחרונה,Negative
"הפרקליטות החליטה ברגע האחרון: רצח לוחם השב""ס יוחאי אבני - פיגוע",Negative
"אוקראינה: יירטנו 15 כטב""מים וכמה טילים שרוסיה שיגרה לעבר קייב הלילה",Negative
האזעקה באצבע הגליל - זיהוי שווא,Negative
האזעקה בנחל עוז - זיהוי שווא,Negative
אזעקה באצבע הגליל,Negative
"תקרית ליד בית לחם: ערבי-ישראלי נהרג מאש ישראלים, 4 פלסטינים נפצעו",Negative
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",Negative
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",Negative
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",Negative
אחות החייל שנהרג מפגיעת שברי יירוט: תמיד הרגעתי את אמא שלא יקרה לו כלום,Negative
"רוסיה שיגרה מתקפת כטב""מים נגד אוקראינה",Negative
"רוסיה: יירטנו 20 כטב""מים שאוקראינה שיגרה",Negative
"תחזית מזג האוויר: הטמפרטורות יעלו, תורגש הכבדה בעומס החום",Negative
אוקראינה: יועץ בטיחות בריטי שעובד עם רויטרס נהרג בתקיפה רוסית על מלון,Negative
"ניסיון פיגוע חריג בגוש עציון: מטען התפוצץ על אוטובוס אזרחי, אין נפגעים",Negative
"הותר לפרסום: רס""ר במיל' שלמה יהונתן חזוט נהרג מפיצוץ מטען ברצועה",Negative
"האזעקה בראשון לציון: ככל הנראה שיגור בודד מהרצועה, שנפל בשטח פתוח",Negative
"חמאס, אחרי האזעקה בראשון לציון: ""ירינו לאזור תל אביב""",Negative
אזעקה בראשון לציון,Negative
"עיריית עכו: מנכ""ל משרד רה""מ הגיע לעיר אחרי המתקפה, נתניהו הבטיח שיבקר",Negative
"גלנט: הוצאנו את חיזבאללה משיווי משקל, התקיפה שלו נכשלה",Negative
נסראללה: אם התקיפה לא תשביע את רצוננו - נשמור את הזכות להגיב שוב,Negative
"פצוע קל מאוד ונפגעת חרדה בפיגוע בכניסה לאריאל, מד""א: ""2 מחבלים נוטרלו""",Negative
"שר החוץ הבריטי לדרמר: ""להימנע בכל מחיר מעוד הסלמה במזרח התיכון""",Negative
"ראשוני: חשד לניסיון פיגוע דריסה בכניסה לאריאל, שני חשודים נוטרלו בירי",Negative
בין יעדי חיזבאללה במתקפה שסוכלה - מרחב גלילות שבו מטה המוסד ובסיס 8200,Negative
חיזבאללה מבצע בקרת נזקים; המסר של ישראל - התקיפה הסתיימה,Negative
"מנכ""ל משרד רה""מ יכנס את פורום המנכ""לים כדי לדון בתרחישי ההסלמה",Negative
"המשטרה פועלת בכמה זירות נפילה של רסיסי רקטות באצבע הגליל, אין נפגעים",Negative
"פגיעה ישירה בלול תרנגולות בגליל המערבי, בניינים נפגעו בעכו",Negative
דיווח סעודי: יותר מ-100 רקטות שוגרו לישראל,Negative
"מד""א: עד כה לא התקבלו קריאות על נפגעים",Negative
בלבנון דיווחו: יותר מ-70 רקטות שוגרו לישראל,Negative
אזעקות גם בעכו ובעין המפרץ,Negative
התרעות בזו אחר זו על ירי רקטות וחדירת כלי טיס ביישובי הגליל,Negative
רוסיה: 5 הרוגים ו-12 פצועים במתקפה אוקראינית במערב המדינה,Negative
צרפת: המשטרה עצרה חשוד בפיגוע סמוך לבית כנסת בדרום המדינה,Negative
גרמניה: נעצר אדם נוסף במסגרת חקירת הפיגוע הקטלני בפסטיבל בזולינגן,Negative
"נקבע מותה של הילדה שנפגעה מרכב בקריית אונו, המשטרה פתחה בחקירה",Negative
דאעש לקח אחריות על הפיגוע בפסטיבל בגרמניה,Negative
"ילדה נפגעה מרכב בקריית אונו, מצבה אנוש",Negative
הותר לפרסום: 3 לוחמי מילואים נהרגו בקרבות ברצועה,Negative
גרמניה: מסע הדקירות בפסטיבל בזולינגן - פיגוע טרור,Negative
"מחבלים זרקו מטען על כוחות שנכנסו לקלקיליה, אחד נפגע מירי הלוחמים",Negative
"תינוקת נפגעה מסוס בטירה, מצבה בינוני",Negative
"הרמטכ""ל האמריקני פתח בביקור לא-צפוי במזרח התיכון, במטרה למנוע הסלמה",Negative
"החשוד בפיצוץ בצרפת נשא דגל פלסטין ואקדח, מקרון: ""זה פיגוע טרור""",Negative
משרד הבריאות בעזה: 69 נהרגו ו-212 נפצעו ברצועה ביממה האחרונה,Negative
"החשד לפיגוע בצרפת: תובע מיוחד יחקור את הפיצוץ, מצוד אחר המצית",Negative
"הירי לק""ש והסביבה: רקטות התפוצצו בשטחים פתוחים, אין נפגעים",Negative
אזעקה באצבע הגליל,Negative
צעיר נפצע קשה באירוע אלימות בחדרה,Negative
התחזית: ירידה קלה בטמפרטורות והקלה בעומסי החום,Negative
אזעקה במושב באצבע הגליל,Negative
השריפה בקריית שמונה: אין לכודים בבית שנפגע מרקטה,Negative
"15 רקטות נורו לקריית שמונה, כמה מהן התפוצצו בעיר",Negative
"הירי לקריית שמונה: חיזבאללה טוען ששיגר ""מטחי קטיושות למוצב ביפתח""",Negative
"דיווח: ""ישראל תקפה חטיבה של הצבא הסורי שבו גורמים איראניים - אדם נהרג""",Negative
"40 רקטות נורו מלבנון במטחים לקריית שמונה, נפילות בעיר",Negative
"האזעקות בקריית שמונה ובאזור: ""נפילות בשטחים פתוחים, לא דווח על נפגעים""",Negative
אזעקה בגליל העליון,Negative
אזעקה בגליל העליון,Negative
"ההתרעות בעוטף: 2 רקטות שוגרו מהרצועה - אחת יורטה, השנייה התפוצצה בשטח פתוח",Negative
"כ-20 רקטות נורו במטח לצפת, שריפות פרצו ביער ביריה",Negative
"אזעקה בשדרות, לראשונה זה 3 שבועות",Negative
"חיזבאללה הודיע על מותו של מחבל נוסף משורותיו, החמישי מהבוקר",Negative
"הירי למירון: רקטות יורטו, אין נפגעים",Negative
אזעקה בגליל העליון,Negative
"דיווח בלבנון: נפגעים בתקיפת רכב נוסף על ידי כטב""ם, מזרחית לצור",Negative
אזעקה בגליל המערבי,Negative
"רוסיה: אסירים לקחו בני ערובה בבית סוהר, איש צוות נהרג",Negative
"האזעקה בגליל העליון: 8 שיגורים זוהו, לא ידוע על נפגעים",Negative
"פקיסטן: חמושים פתחו באש לעבר שוטרים במזרח המדינה, 11 נהרגו",Negative
"בן גביר זעם על ראש השב""כ - ונטש את הדיון בקבינט",Negative
אזעקה בגליל העליון,Negative
"עימות באו""ם בין השגריר דנון לנציג הפלסטיני: ""אתה מחבל בחליפה""",Negative
"הותר לפרסום: סמל אורי אשכנזי נחמיה, לוחם שריון, נהרג מפגיעת נ""ט ברפיח",Negative
"האזעקות בגליל העליון: פגיעה ישירה בזרעית, אין נפגעים",Negative
"בניה ברבי סירב להופיע בטקס הממלכתי ל-7 באוקטובר: ""אמן שנדע אחדות""",Negative
"נפאל: אוטובוס הדרדר לנהר במרכז המדינה, 14 נהרגו ו-16 נפצעו",Negative
הוארך בשבועיים מעצר החשודים בהתעללות במחבל,Negative
האזעקות במלכיה: כשש רקטות שוגרו,Negative
"3 רקטות שוגרו לאזור מירון, בלבנון דווח: פגיעה ישירה ביב""א",Negative
משרד הבריאות בעזה: 42 נהרגו ו-163 נפצעו ברצועה ביממה האחרונה,Negative
"אינדונזיה: מפגינים ניסו להסתער על הפרלמנט, המשטרה השתמשה במכת""זית",Negative
דיווח: כלי שיט בלתי מאויש התפוצץ וגרם נזק קל לספינה בים הערבי,Negative
"שר החוץ של לבנון: ""אם המו""מ על הפסקת אש ייכשל - המצב עלול לצאת משליטה""",Negative
"שלושה פצמ""רים התפוצצו בשטחים פתוחים ליד מטולה, אין נפגעים",Negative
"ההתעללות במחבל נחשפה בביה""ד הצבאי: ""'17 דקות חיפוש', פגעו לו ברקטום""",Negative
"תושבת קצרין שביתה נפגע מרקטה: ""לא יודעת למה ילדיי צריכים לחוות את זה""",Negative
"אחיו של החטוף עידן שתיוי: ""מי שצריך לנהל את טקסי 7/10 - האנשים שנפגעו""",Negative
"הפלסטינים: ג'עפר מונה משכם הוא המחבל שביצע את פיגוע ההתאבדות בת""א",Negative
אזעקה באצבע הגליל,Negative
"אופנוע חונה התפוצץ באשדוד, אין נפגעים. חשד: הוטמן בו מטען חבלה",Negative
האזעקה בראש הנקרה - התרעת שווא,Negative
אזעקה בראש הנקרה,Negative
"כ-10 רקטות נורו לעבר רמות נפתלי, אחת יורטה והיתר התפוצצו בשטחים פתוחים",Negative
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
אזעקה בקריית שמונה,Negative
"המשטרה ושב""כ: עצרנו 4 חשודים באירועי טרור נגד פלסטינים, בהם הפרעות בג'ית",Negative
אזעקה בשתולה שבגליל המערבי,Negative
"מטוסי קרב תקפו מחבלים במתחם של חמאס, שהוסתר בבית ספר בעזה",Negative
החשוד ברצח הסוהר יוחאי אבני לא יואשם בביצוע פיגוע,Negative
"בן גביר: ""את החטופים החיים, ואלו שאינם, יש להשיב רק על ידי לחץ צבאי עצים""",Negative
דיווח בלבנון: מטח רקטות שוגר ליישובי הגליל והגולן בישראל,Negative
התחזית: ירידה בטמפרטורות,Negative
האזעקה בגליל העליון - זיהוי שווא,Negative
אזעקה בגליל העליון,Negative
"האזעקה בגליל המערבי: רקטה נפלה בשטח פתוח, אין נפגעים",Negative
